hh,mm,x (min in day),y0,y1,y2
18,51,1131,28676.881,1771807.141,2.384
18,54,1134,60381.156,3818604.756,3.911
18,57,1137,92285.095,4426000.536,2.078
19,0,1140,40661.978,1196982.637,2.687
19,3,1143,49589.14,2835988.559,2.045
19,6,1146,162614.607,7097842.652,6.826
19,9,1149,13162.495,363916.774,1.344
19,12,1152,7837.758,172911.912,0.885
19,15,1155,90939.77,4464472.184,2.759
19,18,1158,72856,3228994.945,3
19,21,1161,24237.153,1297979.345,2.096
19,24,1164,11045.525,315447.116,1.215
19,27,1167,19352.4,1202276.756,1
19,30,1170,63098.305,2594368.994,1.712
19,33,1173,57892.197,4455372.59,2.973
19,36,1176,6374,158646.711,0.739
19,39,1179,25718.034,1532110.883,1.324
19,42,1182,84298.882,4498188.172,3.909
19,45,1185,33490.186,1091206.837,2.233
19,48,1188,49336.743,3108388.284,2.623
19,51,1191,3926.212,54834.95,0.525
19,54,1194,49484.155,3649319.646,2.95
19,57,1197,98883.556,4904955.778,3.822
20,0,1200,127204.203,4986501.107,3.237
20,3,1203,36329.538,2290337.626,2.72
20,6,1206,158504.707,8035243.182,5.867
20,9,1209,97597.171,4650492.199,2.901
20,12,1212,99647.729,3540076.701,2.718
20,15,1215,118013.834,7260005.657,4.652
20,18,1218,23404.773,849607.116,0.895
20,21,1221,42400.76,2100769.832,1.285
20,24,1224,65817.945,3828893.304,2.602
20,27,1227,150187.888,7624232.402,4.246
20,30,1230,34365.714,1110137.099,3.06
20,33,1233,3686.607,48060.225,0.517
20,36,1236,13353.022,557295.422,0.861
20,39,1239,41017.733,2390587.111,2.467
20,42,1242,42580.311,1859578.978,1.644
20,45,1245,57563.016,3260716.59,2.213
20,48,1248,87646.337,4306519.056,3.972
20,51,1251,45294.168,2097247.866,1.737
20,54,1254,60462.067,2622585.438,2.039
20,57,1257,28646.198,1544331.736,1.099
21,0,1260,57408.402,3414312.268,3.022
21,3,1263,86609.547,3759136.044,1.74
21,6,1266,21089.933,712610.382,1.438
21,9,1269,23033.67,1602819.297,1.434
21,12,1272,38728.444,917792.089,3.278
21,15,1275,10897.978,274990.337,1.281
21,18,1278,87423.126,4643454.995,3.869
21,21,1281,8846.034,206939.575,0.799
21,24,1284,30231.694,1679672.35,2.448
21,27,1287,34437.514,1541218.531,1.757
21,30,1290,30960.308,1478550.33,1.253
21,33,1293,20654.87,1798952.407,2.096
21,36,1296,4222.659,61473.073,0.559
21,39,1299,9770.829,215400.044,0.967
21,42,1302,71173.923,3129592.221,3.409
21,45,1305,19985.556,1554420.222,1.35
21,48,1308,60464.13,2082868.826,2.065
21,51,1311,4581.76,65747.886,0.549
21,54,1314,14532.311,588385.733,1.389
21,57,1317,70248.619,3065597.083,2.044
22,0,1320,55227.016,2678955.235,1.732
22,3,1323,3285.966,43277.514,0.463
22,6,1326,33253.6,1546288.222,1.372
22,9,1329,29901.689,1094483.6,1.272
22,12,1332,7579.371,192986.921,1.028
22,15,1335,41316.356,1884023.467,1.889
22,18,1338,17040.571,529060.132,1.17
22,21,1341,34573.899,1496018.279,1.201
22,24,1344,11432.089,342244.711,1.056
22,27,1347,43159.381,2560743.204,1.508
22,30,1350,4836.404,67383.64,0.685
22,33,1353,5437.451,106570.462,0.747
22,36,1356,19087.91,1485132.135,1.197
22,39,1359,5218.785,96902.232,0.635
22,42,1362,23261.538,1142749.407,1.11
22,45,1365,26641.537,1727434.847,1.418
22,48,1368,21627.867,333936.267,1.739
22,51,1371,14804.879,1425294.549,1.165
22,54,1374,3554.324,53138.503,0.531
22,57,1377,4800.667,83391.244,0.672
23,0,1380,3347.801,47507.934,0.508
23,3,1383,19590.711,748425.378,1.189
23,6,1386,37313.867,1493972.889,1.194
23,9,1389,23383.644,1504819.556,1.378
23,12,1392,3510.793,51174.302,0.514
23,15,1395,3400.933,51578.178,0.5
23,18,1398,35571.448,1492863.381,1.254
23,21,1401,50807.106,2926214.078,2.006
23,24,1404,3728.928,63515.934,0.492
23,27,1407,8179.067,217738.578,0.906
23,30,1410,31627.263,1519315.039,1.425
23,33,1413,4837.067,80286.622,0.672
23,36,1416,3777.143,46859.516,0.538
23,39,1419,40691.64,3068519.91,2.494
23,42,1422,21009.856,1516970.74,1.53
23,45,1425,3893.244,55986.044,0.611
23,48,1428,5071.692,91324.703,0.67
23,51,1431,56080.904,2395485.469,2.153
23,54,1434,5553.414,88842.873,0.724
23,57,1437,3740.961,52002.145,0.547
0,0,0,4586.033,70897.459,0.707
0,3,3,26664.267,1047135.6,1.25
0,6,6,14761.333,584255.422,0.828
0,9,9,6792.928,120921.901,0.646
0,12,12,4030.436,61969.609,0.598
0,15,15,6046.972,102162.369,0.754
0,18,18,3965.348,58063.514,0.547
0,21,21,4193.207,59246.257,0.609
0,24,24,4206.762,61301.657,0.702
0,27,27,5104.045,75973.453,0.743
0,30,30,4335.47,60535.867,0.669
0,33,33,6630.883,149185.966,0.911
0,36,36,4632.707,81142.144,0.696
0,39,39,7775.244,138288.044,0.989
0,42,42,3547.403,63236.42,0.53
0,45,45,4009.162,62680.402,0.62
0,48,48,5619.378,91862.978,0.7
0,51,51,7841.333,174026.444,0.889
0,54,54,8486.472,181516.09,1.096
0,57,57,4095.824,61201.714,0.626
1,0,60,5398.978,83953.467,0.761
1,3,63,3555.754,44171.263,0.536
1,6,66,6911.16,120356.199,1.011
1,9,69,4461.989,65074.637,0.631
1,12,72,6172.641,107548.287,0.84
1,15,75,4140.156,73156.022,0.642
1,18,78,3701.702,53805.657,0.558
1,21,81,4169.2,60309.511,0.639
1,24,84,4510.112,62525.528,0.618
1,27,87,3571.182,47707.978,0.541
1,30,90,22306.8,935753.467,2.022
1,33,93,7737.901,127924.331,1.006
1,36,96,7332.667,142877.733,0.911
1,39,99,5490.816,106382.615,0.721
1,42,102,3655.077,68816.22,0.555
1,45,105,5740.719,174097.753,0.837
1,48,108,31205.171,1747796.199,2.47
1,51,111,34531.575,2687012.603,2.022
1,54,114,8466.33,373606.242,1.143
1,57,117,6215.775,104854.292,0.831
2,0,120,6795.244,113712.756,0.856
2,3,123,41063.556,1334776.089,2.322
2,6,126,5002.637,102614.593,0.857
2,9,129,4457.385,66059.441,0.62
2,12,132,6070.533,70051.067,0.8
2,15,135,4131.111,127227.289,0.556
2,18,138,4234.387,56194.873,0.602
2,21,141,5834.337,122616.27,0.764
2,24,144,29654.674,1449667.669,1.271
2,27,147,4163.333,60557.822,0.594
2,30,150,5959.017,60090.011,0.799
2,33,153,8207.116,135980.331,1.022
2,36,156,3888.674,47953.843,0.579
2,39,159,15952.352,520952.703,0.945
2,42,162,25001.978,1027963.865,0.882
2,45,165,6067.801,117953.503,0.746
2,48,168,28461.156,1468068.622,1.256
2,51,171,5128.442,71751.072,0.685
2,54,174,5606.927,101714.86,0.777
2,57,177,6378.8,127270.4,0.85
3,0,180,4987.352,53507.263,0.704
3,3,183,6930.387,169403.182,0.961
3,6,186,7587.736,152973.846,0.945
3,9,189,3699.173,54381.184,0.553
3,12,192,11578.157,1493174.157,1.236
3,15,195,19426.022,1489957.231,1.346
3,18,198,6858.978,115391.378,0.867
3,21,201,4109.14,68733.855,0.592
3,24,204,3972.459,76577.617,0.552
3,27,207,32628.475,1574030.644,1.633
3,30,210,6457.989,98560.133,0.895
3,33,213,4360.358,75405.587,0.615
3,36,216,4008.53,58285.481,0.602
3,39,219,20168.311,1517566.622,1.45
3,42,222,10283.067,454162.844,1
3,45,225,5071.425,94593.901,0.79
3,48,228,9900.827,141994.145,1.017
3,51,231,6083.486,107449.117,0.816
3,54,234,4871.116,115543.823,0.619
3,57,237,3706.889,86673.2,0.533
4,0,240,8098.667,113766,0.989
4,3,243,13350.578,298225.422,1.644
4,6,246,33222.178,1044795.867,1.911
4,9,249,77731.867,2673341.244,2.711
4,12,252,7915.461,219864.674,0.938
4,15,255,20380.967,1095545.758,1.324
4,18,258,6528.133,81879.022,0.894
4,21,261,52469.111,2245380.622,2.65
4,24,264,7647.289,112559.289,0.956
4,27,267,19325.422,1345683.067,1.172
4,30,270,8710.295,275077.333,0.88
4,33,273,9962.847,246151.819,1.209
4,36,276,4158,53909.911,0.611
7,24,444,11511.775,239696.809,1.264
7,27,447,7094.356,87108.489,0.978
7,30,450,6415.783,72346.826,0.908
7,33,453,7676.068,102775.548,1.085
7,36,456,6747.652,77748.348,0.94
7,39,459,9223.322,354914.215,1.011
7,42,462,7727.527,101798.452,1.07
7,45,465,8244.444,122561.644,1.172
7,48,468,9841.545,137653.773,1.335
7,51,471,11748.464,187276.685,1.547
7,54,474,8658.636,106720.545,1.165
7,57,477,11464.804,168515.09,1.45
8,0,480,10468.153,193887.038,1.377
8,3,483,11599.713,186210.06,1.473
8,6,486,9028.129,130351.613,1.43
8,9,489,10762.712,265672.723,1.48
8,12,492,11673.538,156125.187,1.516
8,15,495,10299.371,215891.236,1.522
8,18,498,8756.113,119281.808,1.294
8,21,501,9597.232,195419.243,1.362
8,24,504,12935.687,303632.358,1.592
8,27,507,8171.41,103663.038,1.148
8,30,510,7563.468,81837.642,1.075
8,33,513,7958.514,111744.962,1.115
8,36,516,10368.398,184062.851,1.354
8,39,519,8005.274,94615.777,1.117
8,42,522,7682.022,114304.396,1.126
8,45,525,7136.5,80750.409,1.057
8,48,528,7812.178,99729.556,1.039
8,51,531,7820.978,159886.089,1.05
8,54,534,6775.435,76040.565,0.984
8,57,537,6938.682,79006.838,1
9,0,540,16727.619,209388.614,1.915
9,3,543,7749.674,95732.651,1.116
9,6,546,7837.669,85162.743,1.137
9,9,549,13740.843,309064.086,1.724
9,12,552,7450.549,92103.077,1.066
9,15,555,6449.333,87469.956,0.906
9,18,558,6363.39,68209.898,0.938
9,21,561,6675.934,75650.579,1.005
9,24,564,8945.187,131793.934,1.264
9,27,567,7269.669,95816,1.086
9,30,570,8712.773,136034.636,1.307
9,33,573,8541.377,125129.967,1.142
9,36,576,7384.346,86237.449,1.162
9,39,579,7074.35,86686.102,0.972
9,42,582,9347.397,123491.084,1.274
9,45,585,7307.218,109484.022,1.05
9,48,588,23096.84,454363.227,2.768
9,51,591,7064.562,84040.216,0.989
9,54,594,7138.697,103345.646,1.011
9,57,597,8331.359,115595.89,1.243
10,0,600,7361.609,92705.43,1.039
10,3,603,7199.121,171497.231,1
10,6,606,7663.236,96332.539,1.062
10,9,609,7176.545,81666.5,0.989
10,12,612,6893.508,79588.459,1.005
10,15,615,12320.447,167469.453,1.318
10,18,618,23858.74,2739011.89,1.343
10,21,621,16697.609,997201.788,1.425
10,24,624,14479.865,1027085.798,1.017
10,27,627,9104.652,468564.217,0.984
10,30,630,12572.862,499882.74,1.403
10,33,633,9262.593,268551.297,1.022
10,36,636,7608.231,98091.145,1.075
10,39,639,21794.119,431422.616,2.708
10,42,642,6410.033,77110.409,0.928
10,45,645,7453.469,99394.26,1.028
10,48,648,6577,75794,0.94
10,51,651,18685.503,651592.555,1.486
10,54,654,6550.973,71859.594,0.963
10,57,657,9432.894,142131.531,1.369
11,0,660,6667.416,74163.101,0.972
11,3,663,7605.392,99863.249,1.099
11,6,666,7400.76,157860.514,0.983
11,9,669,8521.696,107536.652,1.147
11,12,672,7629.605,110310.373,1.068
11,15,675,13836.09,188554.742,1.584
11,18,678,13726.609,279043.826,1.19
11,21,681,10750.022,206096.571,1.984
11,24,684,7807.011,104505.708,1.09
11,27,687,7751.864,103490,1.136
11,30,690,6507.386,107850.751,0.947
11,33,693,6580.186,75385.349,0.942
11,36,696,11325.231,217385.451,1.56
11,39,699,10083,201100.455,1.136
11,42,702,15645.213,459700.674,0.944
11,45,705,9230.857,303938.154,1.165
11,48,708,10036.967,182135.692,1.148
11,51,711,6389.989,72242.056,0.927
11,54,714,8278.718,115185.591,1.182
11,57,717,7536,104200,1.056
12,0,720,14012.844,263125.2,1.6
12,3,723,6496.928,81413.127,0.934
12,6,726,7444.434,90987.337,1.08
12,9,729,7477.118,98526.237,1.032
12,12,732,6906.905,89898.235,0.978
12,15,735,6709.14,76080.223,0.966
12,18,738,10460.444,338814.311,1.35
12,21,741,6778.517,75002.966,0.989
12,24,744,8442.579,116820.896,1.098
12,27,747,18302.933,689350.178,1.528
12,30,750,7546.592,107158.883,1.061
12,33,753,12437.956,124675.289,1.583
12,36,756,10346.298,175610.343,1.309
12,39,759,13214.766,303857.737,1.634
12,42,762,7151.358,92728.984,1.011
12,45,765,9171.468,183153.942,1.329
12,48,768,6473.557,85495.481,0.93
12,51,771,9242.938,157846.96,1.475
12,54,774,8996.195,197310.919,1.27
12,57,777,7888.457,129213.714,1.074
13,0,780,6255.697,69737.47,0.892
13,3,783,9635.977,96677.379,1.328
13,6,786,8499.05,140116.906,1.099
13,9,789,9977.213,154018.157,1.393
13,12,792,8540.42,119694.099,1.133
13,15,795,9252.961,173812.827,1.341
13,21,801,9432.334,276092.88,1.178
13,24,804,8251.033,109800.044,1.159
13,27,807,6933.091,98428.818,0.989
13,30,810,6369.792,71248.131,0.94
13,33,813,7858.933,90889.6,1.039
13,36,816,7696.756,190670.089,1.017
13,39,819,9360.578,131956.489,1.367
13,42,822,10883.111,154564,1.328
13,45,825,6581.215,78701.215,0.934
13,48,828,7735.204,137447.293,1.017
13,51,831,6945.143,85501.303,0.966
13,54,834,6358.486,82087.481,0.903
13,57,837,9229.689,133930.444,1.278
14,0,840,8224.492,107478.57,1.067
14,3,843,6619.182,76102.682,0.96
14,6,846,6640.936,128501.872,0.931
14,9,849,8486.651,104150.837,1.273
14,12,852,6268.86,72866.925,0.914
14,15,855,6404.464,71838.851,0.934
14,18,858,7537.757,88978.081,1.104
14,21,861,7989.696,120451.348,1.092
14,24,864,6449.892,71293.032,0.957
14,27,867,6964.322,83189.057,0.983
14,30,870,7560,94489.355,1.055
14,33,873,6724.297,94930.606,0.943
14,36,876,8411.06,102042.842,1.197
14,39,879,6783.607,118924.459,0.967
14,42,882,8299.749,187517.989,1.16
14,45,885,15586.011,306725.542,1.57
14,48,888,19053.89,1180612.835,1.22
14,51,891,7499.845,145980.42,1.055
14,54,894,15522.966,232222.292,1.506
14,57,897,6196.475,60849.446,0.887
15,0,900,7249.826,77062.174,1.06
15,3,903,8733.497,108359.061,1.179
15,6,906,7251.506,88770.652,1.084
15,9,909,7477.708,135555.243,1.114
15,12,912,10811.865,213824.045,1.348
15,15,915,11789.319,179556.967,1.264
15,18,918,8905.528,142740.315,1.376
15,21,921,6771.06,95823.257,0.962
15,24,924,8700.311,117353.911,1.25
15,27,927,7690.19,101044.425,1.078
15,30,930,6552.539,75367.101,0.944
15,33,933,6544.315,70957.079,0.955
15,36,936,18810.186,329026.885,1.77
15,39,939,12439.685,216541.708,1.292
15,42,942,9363.422,126986,1.244
15,45,945,10385.399,184683.454,1.383
15,48,948,8130.652,90586.921,1.18
15,51,951,6909.393,95012.809,0.978
15,54,954,7002.286,78401.934,0.984
15,57,957,7488.225,116892.225,1.028
16,0,960,9284.886,153052.627,1.416
16,3,963,7303.269,86096.091,1.046
16,6,966,7501.87,102535.174,1.082
16,9,969,11620.09,306606.966,1.629
16,12,972,6786.317,77388.678,0.967
16,15,975,6146.742,64728.899,0.893
16,18,978,6501.773,73053.909,0.926
16,21,981,10979.669,155244.155,1.508
16,24,984,13975.912,343123.033,1.659
16,27,987,8766.436,134355.397,0.994
16,30,990,7354.273,86294.689,1.12
16,33,993,7303.553,88764.335,1.028
16,36,996,6789.978,77465.538,0.984
16,39,999,8558.52,110201.711,1.185
16,42,1002,7247.623,110522.01,1
16,45,1005,10400.686,196501.12,1.486
16,48,1008,10023.556,140325.378,1.378
16,51,1011,6888.273,84383.864,0.983
16,54,1014,15570.86,599955.844,1.341
16,57,1017,10321.758,179316.659,1.181
17,0,1020,6337.258,68111.955,0.916
17,3,1023,8168.133,92916.155,1.199
17,6,1026,7734.995,89372.24,1.169
17,9,1029,7816.8,103796.756,0.933
17,12,1032,9579.109,121229.394,1.309
17,15,1035,10953.836,147924.24,1.339
17,18,1038,6790.599,77486.373,0.983
17,21,1041,7587.304,107818.435,1.147
17,24,1044,6682.198,68891.033,0.934
17,27,1047,7400.727,90826.727,1.034
17,30,1050,6703.473,97012.44,1
17,33,1053,17427.956,334412.711,1.756
17,36,1056,6359.738,68418.492,0.902
17,39,1059,8072.777,104697.417,1.143
17,42,1062,7967.823,95837.79,1.166
17,45,1065,19246.418,339188.923,2.934
17,48,1068,18306.217,309326.87,2.859
17,51,1071,17153.843,200561.618,2.826
17,54,1074,6607.425,85115.05,0.917
17,57,1077,11645.767,131419.209,1.459
18,0,1080,7622.27,104484.886,1.022
18,3,1083,6678.328,79164.655,0.966
18,6,1086,10424.707,287773.923,1.199
18,9,1089,6524.201,85284.559,0.95
18,12,1092,9180.199,135099.889,1.403
18,15,1095,6625.52,78513.743,0.944
18,18,1098,7127.072,102556.597,1.028
18,21,1101,7912.354,137785.193,1.061
18,24,1104,7425.966,84586.682,0.994
18,27,1107,6479.864,70745.537,0.921
18,30,1110,6818,80247.348,0.978
18,33,1113,7506.818,93935.227,1.057
18,36,1116,8575.126,129947.06,1.104
18,39,1119,9713.808,113853.062,1.446
18,42,1122,6296.699,69287.825,0.896
18,45,1125,9764.609,137111.783,1.397
18,48,1128,7086.011,90247.691,0.994
18,51,1131,7001.545,119965.364,0.966
18,54,1134,7848.442,110718.276,1.144
18,57,1137,11094.742,311886.337,0.944
19,0,1140,6467.067,75245.6,0.944
19,3,1143,6519.121,71770.725,0.962
19,6,1146,10082.067,134653.034,1.292
19,9,1149,6396.972,66632.271,0.927
19,12,1152,10336.605,171712.043,1.351
19,15,1155,6825.446,80611.751,1.017
19,18,1158,14420.818,221831.514,1.492
19,21,1161,6685.966,84813.65,0.983
19,24,1164,6884.541,78577.514,0.957
19,27,1167,8422.237,115125.966,1.203
19,30,1170,7021.034,83289.528,1.011
19,33,1173,7366.478,78182.217,1.147
19,36,1176,6539.352,71543.508,0.933
19,39,1179,9075.644,202004.044,1.339
19,42,1182,6628.376,71831.204,0.939
19,45,1185,6434.562,69232.09,0.916
19,48,1188,6370.769,72435.297,0.912
19,51,1191,8256.315,169311.101,1.073
19,54,1194,6442.122,76055.602,0.928
19,57,1197,6448.667,69808.4,0.917
20,0,1200,9961.749,133589.552,1.301
20,3,1203,6485.409,83172.364,0.938
20,6,1206,6687.419,75766.212,0.95
20,9,1209,9662.188,153712.751,1.199
20,12,1212,19076.963,362543.444,2.07
20,15,1215,14392.281,298506.573,1.591
20,18,1218,10318.519,189803.64,1.201
20,21,1221,6653.006,70507.462,0.965
20,24,1224,8683.757,128982.762,1.072
20,27,1227,7033.88,89041.268,1.06
20,30,1230,6435.094,81227.05,0.945
5,15,315,7382.295,280978.186,0.973
5,18,318,7237.2,103805.778,1.033
5,21,321,7546.756,106993.511,1.061
5,24,324,6795.441,81665.698,0.989
5,27,327,9375.909,137636.045,1.222
5,30,330,7928.178,168091.644,1.133
5,33,333,7647.082,94179.148,1.175
5,36,336,8224.27,155064.449,1.022
5,39,339,6820.24,79331.366,1.016
5,42,342,7968.225,112803.685,1.14
5,45,345,9172.584,177265.483,1.41
5,48,348,8495.607,135355.41,1.202
5,51,351,6786.431,76529.635,1.011
5,54,354,10106.864,137414.273,1.318
5,57,357,6947.934,84000.306,1.038
6,0,360,6884.92,100465.412,0.984
6,3,363,11600.686,250506.011,1.611
6,6,366,8052.972,112978.034,1.119
6,9,369,7079.135,84233.038,1.032
6,12,372,9533.818,124528.227,1.233
6,15,375,7561.231,96035.253,1.082
6,18,378,8355.91,151435.685,1.197
6,21,381,6736.652,85807.261,0.984
6,24,384,7063.909,97238.171,1.011
6,27,387,11353.043,475009.043,1.152
6,30,390,12775.24,495983.061,1.179
6,36,396,14674.719,743233.663,1.424
6,39,399,11142.573,675965.535,1
6,42,402,13981.079,805158.742,1.275
6,45,405,7169.231,144498.154,0.989
6,48,408,13955.525,253066.124,1.469
6,51,411,29199.432,814088.306,2.503
6,54,414,18356.809,661323.91,1.528
6,57,417,19279.249,308182.365,2.061
7,0,420,10804.287,164577.635,1.381
7,3,423,15247.416,1233103.326,1.191
7,6,426,30343.277,3931018.486,1.045
7,9,429,7584.476,99845.492,1.076
7,12,432,8650.222,146112.089,1.2
7,15,435,7229.378,98604.311,1
7,18,438,7564.729,113284.597,1.05
7,21,441,10019.073,223066.802,1.26
7,24,444,7074.091,89487.5,1.062
7,27,447,6941.867,82923.778,1
7,30,450,6835.783,77591,0.973
7,33,453,8065.749,124726.995,1.169
7,36,456,6920,79174.939,1.022
7,42,462,8647.346,149891.11,1.231
7,45,465,13127.458,263095.774,1.458
7,48,468,6857.661,87973.902,1
7,51,471,12189.067,438958.356,1.328
7,54,474,18544.442,559503.028,1.718
7,57,477,8172.503,197708.415,1.208
8,0,480,9204.335,130884.961,1.318
8,12,492,8143.622,135457.424,1.2
8,15,495,11114.444,312029.022,1.583
8,18,498,8643.244,144337.333,1.217
8,21,501,12772.404,379543.551,1.775
8,24,504,7574.939,89854.232,1.144
8,27,507,15631.458,290114.938,1.797
8,30,510,9764.87,178134.391,1.304
8,33,513,25031.196,525282.279,2.101
8,42,522,14208.044,281229.867,1.939
8,45,525,7153.311,130629.017,1.011
8,48,528,9081.609,369072.261,1.19
8,51,531,9532.396,137905.626,1.462
8,54,534,8657.422,233197.733,1.05
8,57,537,7611.034,96963.586,1.207
9,0,540,10168.172,208175.914,1.366
9,3,543,8956.067,227062.391,1.24
9,6,546,16900.836,652923.751,1.395
9,9,549,10742.913,303121.174,1.114
9,12,552,11217.234,243860.16,1.509
9,15,555,8665.475,154289.073,1.212
9,18,558,14308.24,590490.667,1.066
9,21,561,7911.072,107445.967,1.116
9,24,564,6895.591,84275.455,1
9,27,567,17191.957,496301.783,1.967
9,30,570,18800.773,871828.909,1.477
9,33,573,12064.918,232764.24,1.896
9,36,576,7637.303,117671.634,1.154
9,39,579,9753.038,160756.93,1.314
9,42,582,7122.299,89891.08,1.023
9,45,585,18459.398,287684.043,2.14
9,48,588,16992.636,319849.455,2.057
9,51,591,6645.451,71511.385,0.978
9,54,594,14077.967,306599.646,1.569
9,57,597,6997.215,105827.757,1.011
10,0,600,9500.158,269602.26,1.322
10,3,603,9206.339,383772.896,1.093
10,6,606,12297.175,753562.395,1.13
10,9,609,12044.444,738897.156,1.15
10,12,612,13594.783,769847.391,1.435
10,15,615,13182.566,759611.145,1.272
10,18,618,17817.522,991438.435,1.44
10,21,621,47269.071,1839712.131,3.639
10,24,624,22221.573,1280394.472,1.225
10,27,627,18695.957,1051476.174,1.147
10,30,630,8422.652,208089.708,1.09
10,33,633,8082.382,209496.18,1.073
10,36,636,14571.397,621462.391,1.006
10,39,639,24506.938,1004328.949,1.429
10,42,642,17633.067,681227.111,1.3
10,45,645,9975.696,291197.522,1
10,48,648,8343.551,93398.966,1.264
10,51,651,12087.64,208901.708,1.489
10,54,654,8271.381,139293.702,1.155
10,57,657,10531.344,178508.402,1.503
11,0,660,8744.088,118702.593,1.137
11,3,663,8580.393,118936.046,1.225
11,6,666,13803.378,253921.956,1.722
11,9,669,10325.956,157955.778,1.428
11,12,672,10206.818,183969.909,1.432
11,15,675,9859.227,119468.552,1.624
11,18,678,11082,165263.778,1.794
11,21,681,13467.422,241242,1.933
11,24,684,10882.711,217002.978,1.644
11,27,687,16996.896,594398.426,1.224
11,30,690,7840,126723.865,1.14
11,33,693,7569.049,110445.508,1.098
11,36,696,21794.59,616929.618,3.202
11,39,699,6708.503,78488.743,0.978
11,42,702,12798.311,278462.578,1.161
11,45,705,7766.607,100595.73,1.112
11,48,708,9744.35,140895.475,1.464
11,51,711,10152.091,254820.682,1.557
11,54,714,7681.254,88650.724,1.097
11,57,717,9005.215,148543.381,1.282
12,0,720,7589.062,111044.52,1.124
12,3,723,13261.989,649598.951,1.421
12,6,726,8772.249,145135.006,1.215
12,9,729,6998.756,68877.867,0.928
12,12,732,7046.505,125316.22,0.978
12,15,735,7013.978,85678.33,1.016
12,18,738,7400.989,91510.247,1.051
12,21,741,9925.378,223631.111,1.411
12,24,744,7396.854,79993.258,1.006
12,27,747,9127.869,155838.951,1.038
12,30,750,8301.708,103093.079,1.242
12,33,753,9800.182,192162.409,1.278
12,36,756,12181.814,254222.995,1.831
12,39,759,7451.868,90662.462,1.016
12,42,762,6901.6,78876.578,1.028
12,45,765,6776.225,63842.517,1.067
12,48,768,8375.611,125260.454,1.168
12,51,771,7649.085,110142.282,1.079
12,54,774,8464.791,130866.286,1.242
12,57,777,10566.126,149602.606,1.434
13,0,780,11468.86,226977.161,1.312
13,3,783,8123.364,110371.091,1.188
13,6,786,10427.243,444533.838,1.465
13,9,789,9854.798,119728.092,1.387
13,12,792,10395.73,174486.337,1.376
13,15,795,18895.652,893104.739,1.016
13,18,798,87922.929,3754166.514,1.317
13,21,801,19331.254,348860.972,1.39
13,24,804,195636.227,4775032.364,1.244
13,27,807,7331.235,96369.617,1.071
13,30,810,6861.872,96582.596,0.92
13,39,819,17038.136,618379.318,1.869
13,42,822,11859.978,253662.099,1.431
13,45,825,10166.164,154530.404,1.301
13,48,828,11952.703,239208.484,1.423
13,51,831,10314.045,152531.636,1.449
13,54,834,6743.017,72047.24,0.955
13,57,837,11105.073,143296.715,1.408
14,0,840,7929.826,116106.957,1.114
14,3,843,8976.402,116609.43,1.173
14,6,846,11606.067,337001.258,1.646
14,9,849,8222.011,128542.718,1.133
14,12,852,8068.94,166777.268,1.093
14,15,855,9314.926,113007.634,1.486
14,18,858,7589.304,94478.851,1.155
14,21,861,7774.247,129581.978,1.096
14,24,864,9574.33,130958.549,1.374
14,27,867,11098.324,202932.425,1.559
14,30,870,13580.597,200979.359,1.459
14,33,873,19500.068,419575.367,2.994
14,36,876,12149.348,284737.652,1.266
14,39,879,7300.335,84996.469,1.006
14,42,882,8234.929,164807.694,1.12
14,45,885,10263.724,141896.966,1.5
14,48,888,28568.602,942328.731,2.812
14,51,891,9294.517,133902.157,1.393
14,54,894,9866.712,119969.266,1.305
14,57,897,7372.24,95390.907,1.071
15,0,900,8165.556,100748.933,1.239
15,3,903,7595.138,95854.011,1.116
15,6,906,7858.057,163238.994,1.091
15,9,909,8396.132,145502.725,1.209
15,12,912,7512.565,165806.957,1
15,15,915,12283.011,231786.067,1.708
15,21,921,10362.212,126321.676,1.215
15,24,924,10063.464,234490.235,1.24
15,30,930,10017.403,367902.553,1.088
15,33,933,7893.034,118674.292,1.124
15,36,936,10585.52,154525.095,1.397
15,39,939,6464.889,71490.044,0.933
15,42,942,12209.011,196844.747,1.511
15,45,945,7312.923,136602.11,1.11
15,48,948,13264.659,278432.176,1.753
15,51,951,7028.23,79960.414,1.04
15,54,954,11440.304,508095.435,1.196
15,57,957,7980.655,170969.175,1.09
16,0,960,8546.286,112627.033,1.148
16,3,963,7003.685,88543.865,0.994
16,6,966,7762.444,105443.2,1.05
16,9,969,7509.967,94970.519,1.022
16,12,972,13821.582,376700.44,1.901
16,15,975,11305.471,173663.402,1.362
16,18,978,7200.437,102523.366,1.06
16,21,981,7762.578,96109.956,1.122
16,24,984,10061.822,160281.6,1.294
16,27,987,8531.416,133294.112,1.197
16,30,990,14988.627,568407.697,1.584
16,33,993,13223.864,203864.545,1.761
16,36,996,11945.989,397377.37,1.481
16,39,999,7413.393,90098.022,1.112
16,42,1002,9666.101,115698.235,1.464
16,45,1005,14702.32,437996.287,1.287
16,48,1008,14603.459,371501.881,1.805
16,51,1011,10093.103,150220.23,1.339
16,54,1014,12940.022,312597.158,1.781
16,57,1017,13885.613,199869.039,1.547
17,0,1020,8872.559,132655.183,1.366
17,3,1023,7922.22,92208.231,1.162
17,6,1026,9434.95,167821.006,1.246
17,9,1029,8674.413,152218.101,1.223
17,12,1032,9903.654,187306.249,1.459
17,15,1035,9299.746,232588.717,1.191
