hh,mm,x (min in day),y0,y1,y2
13,27,807,9045.508,116515.322,1.268
13,30,810,17081.275,401137.89,2.093
13,33,813,19863.832,373509.6,2.642
13,36,816,24959.286,408420.714,2.625
13,39,819,21761.425,1082875.54,2.615
13,42,822,22842.71,1227897.443,2.322
13,45,825,13877.806,385324.043,2.113
13,48,828,15529.708,312209.753,1.899
13,51,831,11247.017,182748.246,1.413
13,54,834,8874.26,163168.633,1.215
13,57,837,18130.154,756540.527,1.577
14,0,840,19818.885,864249.661,2.497
14,3,843,13647.819,335791.593,1.48
14,6,846,10203.315,178675.801,1.514
14,9,849,16467.589,431673.859,2.259
14,12,852,17425.349,366504.558,1.826
14,15,855,7551.473,125533.275,1.005
14,18,858,12681.099,270225.758,1.769
14,21,861,17217.944,270323.977,2.119
14,24,864,21915.263,493177.43,2.676
14,27,867,18728.974,374154.201,2.45
14,30,870,7157.708,73193.918,0.994
14,33,873,17664.849,364111.687,2.279
14,36,876,12548.739,253738.652,1.734
14,39,879,22686.227,544887.222,3.032
14,42,882,10192.894,184362.235,1.425
14,45,885,26267.109,605231.086,2.709
14,48,888,13499.111,313091.556,1.667
14,51,891,19586.637,367513.073,2.575
14,54,894,8598.955,131852.227,1.21
14,57,897,13612.578,315391.872,1.69
15,0,900,10528.372,133948.093,1.401
15,3,903,11488.043,192775.611,1.292
15,6,906,10555.52,194781.623,1.446
15,9,909,9367.738,203699.541,1.24
15,12,912,13621.174,223862.826,1.533
15,15,915,14601.543,321170.437,1.457
15,18,918,9223.753,175411.753,1.204
15,21,921,18234.157,425856.404,2.185
15,24,924,13953.956,185513.289,1.717
15,27,927,12572.201,240775.687,1.793
15,30,930,9416.516,124534.753,1.22
15,33,933,13403.743,298599.766,1.836
15,36,936,25961.989,683101.714,2.487
15,39,939,12347.409,216546.182,1.642
15,42,942,29856.656,591209.355,3.12
15,45,945,24382.698,674366.186,3.11
15,48,948,20263.487,666027.337,1.797
15,51,951,12481.665,385376.416,1.52
15,54,954,12603.38,337474.182,1.583
15,57,957,25802.458,598768.268,3.553
16,0,960,17445.578,373526.054,1.8
16,3,963,12264.452,267024.181,1.463
10,3,603,1620.486,32949.179,0.266
10,6,606,3999.867,86617.282,0.53
10,9,609,80790.607,4410043.371,0.82
10,12,612,92841.067,5053318.533,0.883
10,15,615,20774.533,693371.111,1.422
10,18,618,15339.656,502831.14,1.274
10,21,621,7138.358,213395.699,0.74
10,24,624,4872.216,216070.27,0.411
10,27,627,1380.136,51067.182,0.102
10,30,630,2888.581,132629.855,0.341
10,36,636,16228.543,416072.709,1.252
10,39,639,2560,52977.724,0.359
10,42,642,5813.652,137560.696,0.603
10,45,645,4551.82,252334.517,0.562
10,48,648,3871.689,92616.978,0.422
10,51,651,7854.78,275312.271,0.763
10,54,654,63676.308,1729804.571,0.918
10,57,657,368837.227,9880378.136,3.648
11,0,660,194001.773,5357608,0.692
11,3,663,4353.698,122594.011,0.492
11,6,666,38059.909,1013541.182,0.818
11,9,669,161966.154,4297719.78,1.099
11,12,672,26055.738,685277.683,0.344
11,15,675,14945.864,454296.273,0.676
11,18,678,4818.174,195585.826,0.533
11,21,681,6151.684,210661.831,0.678
11,24,684,57781.476,1528084.107,0.69
11,27,687,3057.655,122021.103,0.305
11,30,690,12972.17,465602.128,1.309
11,33,693,28421.057,826457.885,2.339
11,36,696,16826.682,626955.844,1.218
11,39,699,4441.888,157576.674,0.618
11,42,702,11092.284,457116.634,1.23
11,45,705,19994.938,485749.65,2.011
11,48,708,16339.665,529303.33,1.715
11,51,711,13900.478,535724.826,1.902
11,54,714,11502.915,832579.887,1.266
11,57,717,6873.467,168892.978,0.611
12,0,720,10006.28,241914.108,1.473
12,3,723,28803.749,1014378.011,3.726
12,6,726,35882.905,900002.637,2.799
12,9,729,3496.844,90780.089,0.322
12,12,732,10405.436,256864.663,0.702
12,15,735,2762.725,60389.758,0.418
12,18,738,21244.729,548875.58,1.486
12,21,741,16338.115,385371.172,1.523
12,24,744,20798.154,674730.857,1.143
12,27,747,5309.582,282602.418,0.451
12,30,750,476393.458,15630500.21,1.594
12,33,753,5947.181,218734.217,0.476
12,36,756,1971.865,37209.978,0.208
12,39,759,14474.249,462186.638,1.351
12,42,762,9675.706,216351.774,1.181
12,45,765,11556.132,316896.703,0.863
12,48,768,1957.906,89080.545,0.267
12,51,771,3234.824,41050.824,0.518
12,54,774,7879.511,247186.089,0.811
12,57,777,3913.22,89164.384,0.429
13,0,780,5292.062,105525.744,0.374
13,3,783,11308.27,332802.601,1.172
13,6,786,3306.361,90952.175,0.366
13,9,789,31623.956,978880.978,4.028
13,12,792,853.702,21277.064,0.122
13,15,795,3288.952,104305.19,0.119
13,18,798,17526.874,556813.553,1.578
13,21,801,10624.357,282047.439,0.815
13,24,804,6450.848,170285.319,0.634
13,27,807,15604.828,368871.006,1.284
13,33,813,4916.143,126172.672,0.427
13,36,816,5859.166,308125.733,0.786
13,39,819,1132.612,22105.788,0.135
13,42,822,5413.773,187058.103,0.603
13,45,825,5908.024,218633.891,0.8
13,48,828,11592.084,353275.141,1.314
13,51,831,8220.819,281113.965,0.667
13,54,834,12739.716,492306.754,1.126
13,57,837,2725.727,53506.227,0.358
14,0,840,6125.551,209100.082,0.587
14,3,843,5277.707,177972.488,0.902
14,6,846,2546.693,88014.4,0.361
14,9,849,5740,214122.338,0.61
14,12,852,17071.833,493106.75,1.229
14,15,855,36050.698,1039016.71,4.314
14,21,861,3018.072,82766.953,0.273
14,24,864,10121.887,294151.754,0.877
14,27,867,4275.636,153629.43,0.539
14,30,870,1395.94,47745.367,0.156
14,33,873,1926.815,53937.531,0.352
14,36,876,7810.157,252320.902,0.789
14,39,879,5349.506,80429.766,0.786
14,42,882,777.395,16583.179,0.128
14,45,885,21823,668704.619,2.423
14,48,888,8018.171,300172.864,1
14,51,891,4758.987,151627.443,0.171
14,54,894,13005.279,452401.299,0.822
14,57,897,5701.463,121949.366,0.628
15,3,903,5790.889,183286.756,0.503
15,6,906,3838.694,120283.796,0.531
15,9,909,2876,72836.829,0.329
15,12,912,36262.995,538440.309,1.159
15,15,915,7841.359,372434.458,0.948
15,18,918,2902.449,62030.041,0.26
15,21,921,37243.854,1105786.976,4.421
15,24,924,4239.509,130769.623,0.561
15,27,927,2712.107,73964.671,0.295
15,33,933,5810.867,204965.111,0.453
15,36,936,16565.78,410896.126,1.702
15,39,939,16677.796,463669.174,1.443
15,42,942,2526.667,48195.312,0.285
15,45,945,7371.5,164994.5,0.835
15,48,948,1637.419,55188.903,0.247
15,51,951,7231.86,236393.535,0.634
15,54,954,7609.234,212569.574,0.707
15,57,957,11211.611,267200.914,1.046
16,0,960,10768.903,288136.172,0.785
16,3,963,2656.366,89845.257,0.303
16,6,966,4038.053,191470.73,0.492
16,9,969,1093.667,34713.714,0.155
16,12,972,6740.478,285876.565,0.826
16,15,975,2908.27,110254.921,0.444
16,18,978,5279.621,123300.337,0.663
16,21,981,1871.904,53996.79,0.252
16,24,984,2960.169,99556.995,0.36
16,27,987,29046.381,804606.89,3.803
16,30,990,9994.151,374099.226,1.371
16,33,993,11912.23,235392.046,1.046
16,36,996,3423.615,126207.401,0.321
16,39,999,3477.674,82654.419,0.419
16,42,1002,1060.984,56651.541,0.126
16,45,1005,5468.591,158349.5,0.71
16,48,1008,7124.217,133342.261,0.995
16,51,1011,7628.409,288455.955,1
16,54,1014,3464.391,78887.609,0.413
16,57,1017,1099.91,25163.461,0.112
17,0,1020,18134.453,288520.354,1.227
17,3,1023,8888.09,254755.011,1.006
17,6,1026,909.184,16939.218,0.134
17,9,1029,7079.374,214874.324,0.732
17,12,1032,7585.495,229609.275,0.901
17,15,1035,1514.876,66552.944,0.152
17,18,1038,6415.082,179084.153,1.301
17,21,1041,10689.922,398956.156,1.872
17,24,1044,5379.289,127617.333,1.067
17,27,1047,1655.333,41556.578,0.233
17,30,1050,3254.078,84579.263,0.43
17,33,1053,27716.44,713579.077,3.5
17,36,1056,6420.565,338546.667,0.746
17,39,1059,2913.443,119757.29,0.317
17,42,1062,3003.011,133521.573,0.506
17,45,1065,1437.689,33183.022,0.206
17,48,1068,8811.867,260534.044,1.006
17,51,1071,4700.067,82682.592,0.916
17,54,1074,1413.022,35484.933,0.194
17,57,1077,1391.519,33953.53,0.202
18,0,1080,9283.302,308519.492,0.831
18,3,1083,9418.13,206280.426,0.959
18,6,1086,11686.453,292780.773,0.691
18,9,1089,9342.267,229832.622,0.656
18,12,1092,4938.19,163486.704,0.536
18,15,1095,1726.989,35539.385,0.203
18,18,1098,1767.156,82358.756,0.211
18,21,1101,11668.335,463260.022,1.296
18,24,1104,1143.341,77971.868,0.132
18,27,1107,3505.401,94197.966,0.362
18,30,1110,1624.656,37150.863,0.24
18,33,1113,8667.516,383469.626,0.659
18,36,1116,1107.435,45619.48,0.124
18,39,1119,28971.511,803309.111,3.856
18,42,1122,3093.556,156440.267,0.339
18,45,1125,3693.846,131061.363,0.731
18,48,1128,5028.489,284359.022,0.528
18,51,1131,8123.073,135674.893,0.977
18,54,1134,1223.432,74884.109,0.087
18,57,1137,3278.472,128211.281,0.27
19,0,1140,7694.011,243454.497,0.359
19,3,1143,2403.545,52724.182,0.614
19,6,1146,9215.121,153286.374,0.923
19,9,1149,732.8,19565.911,0.106
19,12,1152,1604.693,39319.017,0.218
19,15,1155,1536.756,54634.933,0.244
19,18,1158,4558,175425.378,0.678
19,21,1161,2138.475,54848.221,0.243
19,24,1164,4884.773,93057.635,0.541
19,27,1167,4961.289,113204,0.522
19,30,1170,6481.117,89623.911,0.715
19,33,1173,6002.667,141707.778,0.917
19,36,1176,1188.396,17883.121,0.165
19,39,1179,4729.955,123441.5,0.545
19,42,1182,1045.391,18334.043,0.19
19,45,1185,28138.077,787021.348,3.619
19,48,1188,9332.584,288283.596,1.118
19,51,1191,11825.251,402556.112,0.676
19,54,1194,2847.381,59340.464,0.326
19,57,1197,1777.788,42129.475,0.235
20,0,1200,4195.62,94538.458,0.57
20,3,1203,800.486,25294.718,0.111
20,6,1206,3823.289,83811.067,0.428
20,9,1209,1398.222,34719.156,0.122
20,12,1212,765.187,24718.198,0.126
20,15,1215,6111.367,340484.927,0.384
20,18,1218,11732.199,256538.21,0.735
20,21,1221,10451.689,193819.244,1.15
20,24,1224,29518.011,975080.735,1.697
20,27,1227,9394.56,316754.743,0.629
20,30,1230,8000.962,209915.06,0.743
20,33,1233,6765.091,176946.364,0.727
20,36,1236,4158.383,98709.149,0.495
20,39,1239,1784.782,41129.057,0.247
20,42,1242,6205.184,209143.061,1.101
20,45,1245,3429.14,181922.324,0.575
20,48,1248,26988.022,2970422.453,0.398
20,51,1251,41425.778,1221573.333,5.061
20,54,1254,2161.867,94728.889,0.278
20,57,1257,3388.44,73859.78,0.319
21,0,1260,13882.517,428986.966,0.961
21,3,1263,4461.511,88268.489,0.633
21,6,1266,895.47,24879.337,0.127
21,9,1269,892.578,36840.489,0.111
21,12,1272,5849.743,87940.067,0.866
21,15,1275,12419.467,763589.511,0.439
21,18,1278,3653.663,154965.483,0.236
21,21,1281,697.67,15908.484,0.126
21,24,1284,3074.222,81361.244,0.45
21,27,1287,811.244,22246.267,0.128
21,30,1290,3247.333,74698.444,0.394
21,33,1293,608.879,14406.066,0.088
21,36,1296,12119.056,585461.258,0.646
21,39,1299,18226.404,1063256.35,0.568
21,42,1302,18760.221,1097729.503,0.492
21,45,1305,10102.87,626077.785,0.282
21,48,1308,20256.8,1106547.244,0.333
21,51,1311,19583.13,987967.348,0.505
21,54,1314,14692.644,847071.448,0.609
21,57,1317,40671.188,1670992.203,3.467
22,0,1320,11281.902,498559.171,0.488
22,3,1323,746.842,13622.47,0.126
22,6,1326,3242.247,60269.573,0.292
22,9,1329,6841.4,405217.96,0.25
22,12,1332,13520.459,868343.847,0.134
22,15,1335,8522.261,623002.391,0.152
22,18,1338,4858.921,92466.517,0.449
22,21,1341,813.768,16913.979,0.111
22,24,1344,1367.101,32476.024,0.272
22,27,1347,1599.635,105642.68,0.117
22,30,1350,5522.683,241300.78,0.902
22,33,1353,748.99,17359.381,0.124
22,36,1356,714.958,19878.933,0.121
22,39,1359,1532.566,30567.879,0.152
22,42,1362,2450.123,50530.321,0.383
22,45,1365,2938.899,181742.918,0.415
22,48,1368,1436.872,35072.974,0.109
22,51,1371,3600,104817.204,0.476
22,54,1374,7731.74,211208.312,0.61
22,57,1377,825.624,15899.802,0.149
23,0,1380,1726.509,23253.913,0.317
23,3,1383,28421.044,727747.232,3.606
23,6,1386,84938.105,5951887.684,0.967
23,9,1389,2517.567,56019.797,0.309
23,12,1392,979.077,15670.042,0.161
23,15,1395,2106.52,63052.76,0.275
23,18,1398,493.8,16147.3,0.062
23,21,1401,1247.918,39938.268,0.134
23,24,1404,1627.667,37814.333,0.196
23,27,1407,1766.947,59423.242,0.321
23,30,1410,1195.353,59367.521,0.096
23,33,1413,2913.341,83164.108,0.411
23,36,1416,2402.773,79798.455,0.369
23,39,1419,838.021,18714.309,0.139
23,42,1422,1618.376,51060.945,0.242
23,45,1425,3659.568,114451.027,0.523
23,48,1428,687.416,14156.555,0.146
23,51,1431,6224.122,225890.327,0.602
23,54,1434,730.618,12754.57,0.103
23,57,1437,1711.874,42815.288,0.225
0,0,0,821.882,19012.565,0.135
0,3,3,771.364,18757.533,0.14
0,6,6,706.919,20825.351,0.101
0,9,9,26894.068,852138.435,3.188
0,12,12,639.258,21610.914,0.099
0,15,15,1057.934,32804.747,0.187
0,18,18,1607.596,51928.764,0.315
0,21,21,4051.801,98651.801,0.602
0,24,24,725.822,15574.267,0.122
0,27,27,656.707,17272.575,0.105
0,30,30,1697.528,38553.258,0.242
0,33,33,922.044,17587.733,0.161
0,36,36,4596.425,214906.056,0.296
0,39,39,999.56,31575.077,0.165
0,42,42,3908.444,100570.667,0.35
0,45,45,658.769,14425.319,0.11
0,48,48,885.379,22850.847,0.124
0,51,51,3940.615,220865.89,0.407
0,54,54,1692.854,35290.472,0.219
0,57,57,1502.011,39740.584,0.211
1,0,60,623.091,34051.773,0.085
1,3,63,6035.156,87508.622,0.744
1,6,66,732.872,16628.737,0.123
1,9,69,1780.022,58313.946,0.259
1,12,72,837.623,19547.52,0.137
1,15,75,28596.415,741791.257,3.628
1,18,78,674.607,12132.36,0.079
1,21,81,2695.956,77742.895,0.343
1,24,84,606.742,13308.584,0.101
1,27,87,1425.696,38146.957,0.179
1,30,90,6044.044,234746.978,0.622
1,33,93,523.733,15583.378,0.083
1,36,96,1655.273,36539.636,0.199
1,39,99,666.681,21410.242,0.093
1,42,102,1399.91,36864,0.113
1,45,105,933.127,22489.724,0.138
1,48,108,1454.732,38843.454,0.219
1,51,111,639.684,19482.847,0.096
1,54,114,546.562,13110.337,0.084
1,57,117,631.956,14158.188,0.105
2,0,120,2703.736,123290.725,0.313
2,3,123,1586.905,36398.838,0.184
2,6,126,533.095,15602.458,0.095
2,9,129,3062.462,91345.934,0.357
2,12,132,627.39,14293.65,0.102
2,15,135,657.822,16237.644,0.111
2,18,138,675.783,21453.826,0.103
2,21,141,27026.133,713883.822,3.522
2,24,144,632.223,12774.883,0.084
2,27,147,714.101,19763.441,0.101
2,30,150,2204.603,55343.598,0.29
2,33,153,1457.43,34516.469,0.207
2,36,156,1634.374,19939.209,0.143
2,39,159,10731.067,251477.289,0.761
2,42,162,2042.726,57979.62,0.263
11,15,675,9469.86,174642.14,1.105
11,18,678,6965.333,81636.978,0.983
11,21,681,17138.609,1236124.174,1.511
11,24,684,16655.818,505211.545,2.051
11,27,687,8511.741,292310.141,1.173
11,30,690,13416.715,204648.134,1.615
11,33,693,23564.961,379191.106,2.553
11,36,696,14991.022,500088.089,1.667
11,39,699,7175.602,87966.762,1.022
11,42,702,12807.556,325808.267,1.894
11,45,705,7252.132,88972.308,1.066
11,48,708,15449.099,395279.56,1.874
11,51,711,9782.508,142636.475,1.345
11,54,714,12692.864,197010.682,1.665
11,57,717,8269.453,107333.14,1.123
12,0,720,8087.702,178008.511,1.154
12,3,723,9641.829,154964.16,1.491
12,6,726,11671.301,331499.716,1.689
12,9,729,23932.318,344951.591,2.398
12,12,732,7109.924,75776.822,1.027
12,15,735,8864,111769.6,1.206
12,18,738,7155.128,89397.05,1.017
12,21,741,10250.198,141898.813,1.291
12,24,744,9361.061,147592.398,1.298
12,27,747,9587.531,229660.603,1.034
12,30,750,20667.286,788625.903,1.676
12,33,753,9091.345,137868.294,1.164
12,36,756,13029.184,227694.257,1.648
12,39,759,8100.545,102065.818,1.028
12,42,762,13118.237,277717.032,1.285
12,45,765,12030.659,188330.95,1.547
12,48,768,11135.732,159454.883,1.318
12,51,771,9529.401,305165.74,1.249
12,54,774,9091.067,158787.511,1.233
12,57,777,9894.637,142625.714,1.192
13,0,780,8660.571,186447.956,1.143
13,3,783,12604.16,344144.44,1.815
13,6,786,10628.176,188500.377,1.434
13,9,789,6862.909,89886.955,1.006
13,12,792,6539.191,76453.064,0.963
13,15,795,8011.302,97848.698,1.105
13,18,798,8297.376,115035.183,1.269
13,21,801,12642.831,278751.056,1.635
13,24,804,6739.333,70191.289,1.022
13,27,807,7884.978,108487.111,1.122
13,30,810,9379.545,166005.091,1.33
13,33,813,8121.89,92916.923,1.115
13,36,816,9659.895,302727.791,1.403
13,39,819,13562.947,294997.988,1.661
13,42,822,8199.912,177315.473,1.082
13,45,825,7288.362,83767.322,1.051
13,48,828,18328.898,470827.551,1.551
13,51,831,11996.994,458943.815,1.63
13,54,834,7242.343,176237.923,0.939
13,57,837,7138.876,78984.315,1.028
14,0,840,21453.103,400231.568,2.843
14,3,843,10355.455,101746.091,1.54
14,6,846,8817.627,75769.446,1.429
14,9,849,11659.209,153280.703,1.665
14,12,852,17945.865,371439.254,1.798
14,15,855,7327.229,90596.048,1.072
14,18,858,8821.714,238905.407,1.253
14,21,861,9106.198,178088.22,1.302
14,24,864,7209.634,144922.065,0.952
14,27,867,19523.48,411625.672,2.26
14,30,870,8065.2,160895.467,1.128
14,33,873,10464.747,181925.714,1.604
14,36,876,9401.156,160975.075,1.301
14,39,879,6490.194,73393.978,0.941
14,42,882,9109.765,138180.961,1.358
14,45,885,13522.465,227714.093,1.558
14,48,888,9332.62,189876.15,1.214
14,51,891,7809.471,113845.517,1.138
14,54,894,12936.308,224697.055,1.571
14,57,897,9324.552,155298.652,1.105
15,0,900,10292.222,223080.4,1.561
15,3,903,6936.983,99323.799,0.961
15,6,906,10968.951,201261.968,1.411
15,9,909,47598.773,3069499.364,2.222
15,12,912,73763.165,4447130.637,3.308
15,15,915,7827.356,97115.08,1.126
15,18,918,7632.889,106347.111,1.022
15,21,921,14765.913,215022.391,1.761
15,24,924,11608.533,279364.044,1.539
15,27,927,8222.444,115344.711,1.033
15,30,930,6634.267,71415.467,0.939
15,33,933,9635.978,122759.438,1.341
15,36,936,78428.983,9788033.097,1.834
15,39,939,7530.929,95996.066,1.066
15,42,942,7466.667,140565.333,0.983
15,45,945,9534.978,199824.444,1.378
15,48,948,7296.923,95162.33,1.022
15,51,951,6903.322,81840.136,1.034
15,54,954,7814.373,101787.616,1.096
15,57,957,7876.497,84878.097,1.173
16,0,960,9564.933,136301.467,1.389
16,3,963,27052.693,457646.48,2.726
16,6,966,6695.785,76305.161,0.941
16,9,969,10747.435,147992.706,1.435
16,12,972,18018.754,285212.284,2.301
16,15,975,8321.251,163947.397,1.134
16,18,978,10951.149,252849.702,1.293
16,21,981,15014.83,271833.029,1.532
16,24,984,91466.595,14137554.64,1.557
16,27,987,13438.621,246195.172,1.437
16,30,990,6818.939,101754.286,0.974
16,33,993,23060.884,393171.581,2.517
16,36,996,11711.955,293026.247,1.404
16,39,999,6730.486,71364.158,0.966
16,42,1002,6665.017,90624.796,0.961
16,45,1005,13345.407,319182.286,1.769
16,48,1008,10410.876,212314.652,1.191
16,51,1011,7913.644,116634.267,1.244
16,54,1014,7635.805,126680.086,1.005
16,57,1017,18898.345,399173.011,2.201
17,0,1020,10558.417,235432,1.321
17,3,1023,12327.322,462781.288,1.09
17,6,1026,10072.185,203512.37,1.422
17,9,1029,9294.154,102665.714,1.198
17,12,1032,9218.742,140000.135,1.36
17,15,1035,15724.087,301378.957,2.049
17,18,1038,9059.767,143093.884,1.143
17,21,1041,6791.273,74752.636,0.983
17,24,1044,7252.225,89365.124,0.989
17,27,1047,9843.5,329915.955,1.318
17,30,1050,15092.376,270184.442,1.989
17,33,1053,17955.57,929343.699,1.559
17,36,1056,8204.069,116246.613,1.116
17,39,1059,8294.4,122314.267,1.161
17,42,1062,7479.322,104756.158,1.062
17,45,1065,6777.241,86730.053,0.979
17,48,1068,7612.827,90007.821,1.078
17,51,1071,32673.763,651518.237,3.718
17,54,1074,7151.593,77572.565,1
17,57,1077,11781.244,287303.867,1.322
18,0,1080,17587.64,324332.868,2.143
18,3,1083,10704.982,331416.468,1.567
18,6,1086,8781.904,129284.791,1.278
18,9,1089,7074.19,87294.704,1.028
18,12,1092,10136.823,196868.937,1.354
18,15,1095,7439.273,88815.273,1.08
18,18,1098,9654.455,145864.227,1.267
18,21,1101,7920.536,110049.564,1.117
18,24,1104,8689.901,190553.856,1.188
18,27,1107,7452,164259.527,0.952
18,30,1110,6550.955,87640.909,0.903
18,33,1113,13777.582,198436.881,1.734
18,36,1116,8029.333,107630.194,1.102
18,39,1119,8944,330901.943,1.137
18,42,1122,8987.891,117840.35,1.262
18,45,1125,7735.281,113980.315,1.073
18,48,1128,8003.385,131691.473,1.126
18,51,1131,10829.76,225595.977,1.291
18,54,1134,7258.382,114203.101,1.011
18,57,1137,9212.879,201213.626,1.319
19,0,1140,11923.828,244832.258,1.5
19,3,1143,8294.537,147350.263,1.16
19,6,1146,12903.503,209759.006,1.644
19,9,1149,7314.549,92079.209,1.033
19,12,1152,6733.103,79385.081,0.989
19,15,1155,9164.29,133239.374,1.318
19,18,1158,20582.099,923839.072,1.652
19,21,1161,18177.853,707283.299,1.559
19,27,1167,12062.022,261305.91,1.455
19,30,1170,7309.783,94014.304,1.043
19,33,1173,7401.978,95276.135,1.124
19,36,1176,7028.609,96906.391,1.011
19,39,1179,9715.692,146103.473,1.319
19,42,1182,7331.913,130409.565,0.929
19,45,1185,21679.765,657853.035,1.318
19,48,1188,10049.934,172650.198,1.209
19,51,1191,10735.6,188745.422,1.467
19,54,1194,10087.2,262980.311,1.067
19,57,1197,11348.514,428452.916,1.38
20,0,1200,7139.359,76281.017,1.011
20,3,1203,12220.469,197233.743,1.654
20,6,1206,6884.261,77482.913,0.989
20,9,1209,8372.791,111669.802,1.396
20,12,1212,11550.966,211001.843,1.584
20,15,1215,6829.017,77201.763,1
20,18,1218,15190.545,235366.591,1.943
20,21,1221,13186.378,183282.854,1.719
20,24,1224,7698.945,101732.396,1.038
20,27,1227,10821.5,181471.273,1.239
20,30,1230,7483.492,103545.282,1.072
20,33,1233,14664.591,310691.091,1.614
20,36,1236,9002.961,131028.155,1.26
20,39,1239,6944,80179.628,1.022
20,42,1242,18822.753,390067.398,2.688
20,45,1245,21059.586,850735.218,2.695
20,48,1248,8035.269,120005.849,1.344
20,51,1251,8639.488,127437.302,1.198
20,54,1254,7348.022,87874.033,0.956
20,57,1257,7751.072,95633.724,1.105
21,0,1260,6793.763,77917.74,0.977
21,9,1269,9881.495,200751.209,1.28
21,12,1272,9518.901,118346.505,1.346
21,15,1275,10143.638,170780.294,1.333
21,27,1287,17907.956,726185.111,3.461
21,30,1290,12478,234676.652,2.06
21,33,1293,10296.306,183397.115,1.514
21,36,1296,8205.303,116238.382,1.056
21,39,1299,7150.242,92173.451,1.033
21,42,1302,10098.067,158431.056,1.371
21,45,1305,6601.187,74485.67,0.956
21,48,1308,6555.932,73309.876,0.96
21,51,1311,10623.169,222494.033,1.415
21,54,1314,9700.273,124390.091,1.29
21,57,1317,6939.956,85283.156,0.978
22,0,1320,6618.798,86946.273,0.951
22,3,1323,12597.471,238392.782,1.575
22,6,1326,8255.444,126124.021,1.118
22,9,1329,6395.017,75656.457,0.897
22,12,1332,6497.118,71618.409,0.914
22,15,1335,7520.226,94446.87,1.073
22,18,1338,7981.348,87739.191,1.107
22,21,1341,9187.378,107252.667,1.161
22,24,1344,12226.637,219626.901,1.962
22,27,1347,9171.82,96988.584,1.242
22,30,1350,6585.714,73909.89,0.967
22,42,1362,16904.131,229942.164,2.055
22,45,1365,6971.441,81589.274,1.011
22,48,1368,8109.016,125631.265,1.114
22,51,1371,7017.163,72786.419,0.924
22,54,1374,6927.519,91020.284,0.956
22,57,1377,7304.777,90511.726,1.029
23,0,1380,8064.533,100293.733,1.2
23,3,1383,7084.107,94285.005,1.037
23,6,1386,11733.867,193949.911,2.444
23,9,1389,7398.011,97839.367,1.045
23,12,1392,12484.514,196372.514,1.715
23,15,1395,7229.876,86061.469,1.028
23,18,1398,8496.489,117598.622,1.228
23,21,1401,8011.279,104046.863,1.077
23,24,1404,7393.401,87576.271,1.034
23,27,1407,7200.132,160396.791,1.038
23,30,1410,8890.697,141309.079,1.382
23,33,1413,6229.565,68678.696,0.908
23,36,1416,7443.271,113228.287,1.072
23,39,1419,8300.449,168346.382,1.191
23,42,1422,11393.635,220031.867,1.293
23,45,1425,6936.179,87971.531,0.989
23,48,1428,7997.483,104091.461,1.101
23,51,1431,10609.228,137902.059,1.302
23,54,1434,10763.747,171710.278,1.354
23,57,1437,6926.383,75743.607,1.06
0,0,0,6772.703,79901.714,0.973
0,3,3,8013.978,98877.258,1.135
0,6,6,7855.607,103640.568,1.098
0,9,9,7014.069,87592.69,1.034
0,12,12,9328.656,139343.913,1.235
0,15,15,12362.182,158447.136,1.494
0,18,18,7544,88712.8,1.122
0,21,21,7633.443,104920.219,1.049
0,24,24,7795.628,109139.585,1.049
0,27,27,14292.809,226846.742,1.848
0,30,30,7478.933,126166.222,1.089
0,33,33,7364.494,82252.809,1.107
0,45,45,6546.961,79993.768,0.95
0,48,48,7688.928,100546.785,1.066
0,51,51,7200.265,85116.464,1.022
0,54,54,7323.887,89105.22,1.107
0,57,57,7739.403,129617.724,1.088
1,0,60,10606.453,186758.409,1.459
1,3,63,10990.133,159166.711,1.283
1,6,66,6744.264,81578.813,0.973
1,9,69,7589.062,99244.294,1.079
1,12,72,6695.432,87410.667,0.973
1,15,75,7199.689,93790.756,1.044
1,18,78,7101.244,79957.378,1.028
1,21,81,7713.753,95297.079,1.067
1,24,84,6888.181,78614.057,0.955
1,27,87,8293.689,195205.111,0.928
1,30,90,6531.175,78257.185,0.963
1,33,93,8801.011,135137.287,1.236
1,36,96,7116.737,80310.302,1.011
1,39,99,13330.133,227620.533,1.217
1,42,102,8960.132,129746.418,1.253
1,45,105,42567.051,3330118.418,1.927
1,48,108,34279.344,3002212.022,1.131
1,51,111,14177.213,893854.022,1.011
1,54,114,12988.739,512547.174,1.158
1,57,117,6860.899,77206.787,0.994
2,0,120,7252.311,96054.356,1.044
2,3,123,8338.382,122567.551,1.084
2,6,126,7507.315,179430.674,1.033
2,9,129,6616.135,71355.056,0.938
2,12,132,10577.88,146391.038,1.464
2,15,135,136427.028,4692802.576,1.09
2,18,138,6714.374,73378.725,0.978
2,21,141,6475.977,69493.785,0.927
2,24,144,6807.736,160804.396,0.945
2,27,147,13440.783,216881.696,1.696
2,30,150,11443.754,344735.911,1.441
2,33,153,6971.409,76442.455,1
2,36,156,7301.639,106770.317,1
2,39,159,7440.447,92941.944,1.045
2,42,162,6865.459,78775.779,1.011
2,45,165,7346.19,81317.721,1.056
2,48,168,8040.978,107330.489,1.117
2,51,171,9862,172286.089,1.239
2,54,174,6568.437,72659.585,0.951
2,57,177,6575.006,76040.181,0.966
3,0,180,8352.044,118256.663,1.16
3,3,183,10120.978,137868.222,1.278
3,6,186,6698.267,74676,0.983
